Store	Date	foot_traffic	visitor	customer	Transaction	sale
Store 1	2017-07-11	13124	1714	361	104	37544
Store 1	2017-07-12	13748	3232	420	88	36960
Store 1	2017-07-13	14130	2880	680	70	47600
Store 1	2017-07-14	16685	2072	483	130	62790
Store 1	2017-07-15	17062	3284	639	89	56871
Store 1	2017-07-16	12710	2400	639	94	60066
Store 1	2017-07-17	17017	4216	1210	97	117370
Store 1	2017-07-18	17026	2549	291	99	28809
Store 1	2017-07-19	17973	4436	930	76	70680
Store 1	2017-07-20	16548	3882	412	94	38728
Store 1	2017-07-21	11008	2463	500	90	45000
Store 1	2017-07-22	13428	1821	254	106	26924
Store 1	2017-07-23	12492	2465	592	93	55056
Store 1	2017-07-24	16905	1823	300	122	36600
Store 1	2017-07-25	10475	1830	441	72	31752
Store 1	2017-07-26	9862	1811	446	109	48614
Store 1	2017-07-27	14877	3296	886	101	89486
Store 1	2017-07-28	12343	2113	629	68	42772
Store 1	2017-07-29	10373	1745	250	97	24250
Store 1	2017-07-30	15217	3664	493	93	45849
Store 1	2017-07-31	12813	2489	339	90	30510
Store 1	2017-08-01	14242	1925	563	99	55737
Store 1	2017-08-02	16914	3176	594	115	68310
Store 1	2017-08-03	15742	2214	386	117	45162
Store 1	2017-08-04	14081	1739	444	69	30636
Store 1	2017-08-05	12546	1294	244	96	23424
Store 1	2017-08-06	14316	1718	328	122	40016
Store 1	2017-08-07	12482	1577	418	89	37202
Store 1	2017-08-08	14031	2894	469	87	40803
Store 1	2017-08-09	17873	4219	692	109	75428
Store 1	2017-08-10	18223	4045	502	104	52208
Store 1	2017-08-11	14940	1549	407	110	44770
Store 1	2017-08-12	10198	1194	270	88	23760
Store 1	2017-08-13	15661	1818	505	113	57065
Store 1	2017-08-14	13994	2141	387	106	41022
Store 1	2017-08-15	20299	4113	1123	84	94332
Store 1	2017-08-16	19917	2913	624	94	58656
Store 1	2017-08-17	19108	3100	906	83	75198
Store 1	2017-08-18	17838	1851	186	107	19902
Store 1	2017-08-19	15141	2886	635	117	74295
Store 1	2017-08-20	16635	3587	524	79	41396
Store 1	2017-08-21	16413	3026	372	129	47988
Store 1	2017-08-22	16158	3739	385	94	36190
Store 1	2017-08-23	13972	2314	420	96	40320
Store 1	2017-08-24	14541	3023	799	111	88689
Store 1	2017-08-25	18794	2770	319	84	26796
Store 1	2017-08-26	15308	2783	404	120	48480
Store 1	2017-08-27	16121	1738	385	93	35805
Store 1	2017-08-28	20429	3541	524	107	56068
Store 1	2017-08-29	20475	4187	883	86	75938
Store 1	2017-08-30	16670	3103	893	97	86621
Store 1	2017-08-31	13758	2235	484	102	49368
Store 1	2017-09-01	17711	3658	535	98	52430
Store 1	2017-09-02	14946	3376	1000	90	90000
Store 1	2017-09-03	12922	1556	333	97	32301
Store 1	2017-09-04	15324	2320	630	99	62370
Store 1	2017-09-05	16136	2734	818	93	76074
Store 1	2017-09-06	15133	2367	546	102	55692
Store 1	2017-09-07	11123	1126	283	105	29715
Store 1	2017-09-08	12312	1737	345	100	34500
Store 1	2017-09-09	13892	2374	439	95	41705
Store 1	2017-09-10	13880	2926	473	86	40678
Store 1	2017-09-11	13505	1780	316	106	33496
Store 1	2017-09-12	16417	2203	267	82	21894
Store 1	2017-09-13	16083	3868	1020	86	87720
Store 1	2017-09-14	13417	2520	511	137	70007
Store 1	2017-09-15	15035	3457	782	88	68816
Store 1	2017-09-16	13106	1929	478	78	37284
Store 1	2017-09-17	14499	2550	289	122	35258
Store 1	2017-09-18	17900	4448	957	123	117711
Store 1	2017-09-19	15210	1701	502	92	46184
Store 1	2017-09-20	14845	3072	522	50	26100
Store 1	2017-09-21	14258	2011	439	88	38632
Store 1	2017-09-22	12779	1795	304	98	29792
Store 1	2017-09-23	16604	3285	414	95	39330
Store 1	2017-09-24	13067	2438	708	93	65844
Store 1	2017-09-25	12109	2430	498	107	53286
Store 1	2017-09-26	14448	3084	624	119	74256
Store 1	2017-09-27	15271	2296	460	100	46000
Store 1	2017-09-28	15067	2507	267	91	24297
Store 1	2017-09-29	15512	2015	350	114	39900
Store 1	2017-09-30	17798	3958	860	92	79120
Store 1	2017-10-01	13511	3162	705	64	45120
Store 1	2017-10-02	15683	3903	1088	88	95744
Store 1	2017-10-03	13980	1639	296	136	40256
Store 1	2017-10-04	12847	1883	461	101	46561
Store 1	2017-10-05	16167	2326	630	90	56700
Store 1	2017-10-06	17377	2077	254	92	23368
Store 1	2017-10-07	18546	3363	480	109	52320
Store 1	2017-10-08	13188	3122	814	110	89540
Store 1	2017-10-09	11576	1208	321	116	37236
Store 1	2017-10-10	16375	3098	889	97	86233
Store 1	2017-10-11	16218	3731	576	89	51264
Store 1	2017-10-12	16386	2558	492	116	57072
Store 1	2017-10-13	14404	2185	243	94	22842
Store 1	2017-10-14	10776	2578	295	101	29795
Store 1	2017-10-15	15910	1656	309	109	33681
Store 1	2017-10-16	16555	2835	524	94	49256
Store 1	2017-10-17	14027	2109	259	83	21497
Store 1	2017-10-18	13688	1898	457	85	38845
Store 1	2017-10-19	13365	2893	332	88	29216
Store 1	2017-10-20	14852	3479	462	102	47124
Store 1	2017-10-21	15014	3694	623	112	69776
Store 1	2017-10-22	12953	1912	430	90	38700
Store 1	2017-10-23	14478	2310	335	105	35175
Store 1	2017-10-24	16022	3808	669	74	49506
Store 1	2017-10-25	18161	2411	457	109	49813
Store 1	2017-10-26	15831	2225	391	98	38318
Store 1	2017-10-27	13065	2780	443	94	41642
Store 1	2017-10-28	17505	3637	905	86	77830
Store 1	2017-10-29	15503	3769	1104	114	125856
Store 1	2017-10-30	11514	1852	243	118	28674
Store 1	2017-10-31	12887	2347	494	107	52858
Store 1	2017-11-01	13413	2240	409	92	37628
Store 1	2017-11-02	15114	3592	631	73	46063
Store 1	2017-11-03	15169	2081	559	97	54223
Store 1	2017-11-04	16779	2320	694	87	60378
Store 1	2017-11-05	17502	2379	408	129	52632
Store 1	2017-11-06	17432	3945	874	100	87400
Store 1	2017-11-07	15602	3821	877	104	91208
Store 1	2017-11-08	17176	2067	424	96	40704
Store 1	2017-11-09	15108	1895	563	75	42225
Store 1	2017-11-10	18890	4298	1080	88	95040
Store 1	2017-11-11	14763	1681	193	99	19107
Store 1	2017-11-12	14960	3384	815	116	94540
Store 1	2017-11-13	19526	2015	525	98	51450
Store 1	2017-11-14	14661	3145	859	94	80746
Store 1	2017-11-15	15190	2978	517	98	50666
Store 1	2017-11-16	16814	4101	1135	102	115770
Store 1	2017-11-17	18491	4219	464	57	26448
Store 1	2017-11-18	16506	2462	294	123	36162
Store 1	2017-11-19	13598	1538	180	115	20700
Store 1	2017-11-20	15301	2716	612	128	78336
Store 1	2017-11-21	14326	2931	560	83	46480
Store 1	2017-11-22	16403	2342	456	88	40128
Store 1	2017-11-23	14566	2796	293	116	33988
Store 1	2017-11-24	16858	1916	218	115	25070
Store 1	2017-11-25	15919	1869	347	94	32618
Store 1	2017-11-26	13741	1841	245	135	33075
Store 1	2017-11-27	14894	1920	287	105	30135
Store 1	2017-11-28	15438	3397	424	90	38160
Store 1	2017-11-29	14879	1566	401	97	38897
Store 1	2017-11-30	11877	2704	701	107	75007
Store 1	2017-12-01	14257	3463	455	89	40495
Store 1	2017-12-02	10725	1919	313	111	34743
Store 1	2017-12-03	16852	2359	570	105	59850
Store 1	2017-12-04	17209	2528	454	86	39044
Store 1	2017-12-05	15165	2908	749	86	64414
Store 1	2017-12-06	16199	2062	491	100	49100
Store 1	2017-12-07	15220	2443	566	79	44714
Store 1	2017-12-08	13807	1384	357	117	41769
Store 1	2017-12-09	14599	2664	756	132	99792
Store 1	2017-12-10	12925	2366	585	90	52650
Store 1	2017-12-11	18018	3281	909	84	76356
Store 1	2017-12-12	15004	2433	372	126	46872
Store 1	2017-12-13	15905	2687	365	120	43800
Store 1	2017-12-14	13008	2272	514	108	55512
Store 1	2017-12-15	13577	2741	525	100	52500
Store 1	2017-12-16	15805	2737	757	116	87812
Store 1	2017-12-17	14129	2080	323	104	33592
Store 1	2017-12-18	15922	3650	843	106	89358
Store 1	2017-12-19	18440	4393	523	116	60668
Store 1	2017-12-20	15500	2607	506	107	54142
Store 1	2017-12-21	14005	3466	959	94	90146
Store 1	2017-12-22	15102	1697	443	90	39870
Store 1	2017-12-23	14875	1997	231	85	19635
Store 1	2017-12-24	16405	2190	505	95	47975
Store 1	2017-12-25	16587	2882	859	99	85041
Store 1	2017-12-26	14213	2623	599	92	55108
Store 1	2017-12-27	10664	1610	171	96	16416
Store 1	2017-12-28	15139	1611	420	85	35700
Store 1	2017-12-29	16960	1963	383	116	44428
Store 1	2017-12-30	15757	3107	790	132	104280
Store 1	2017-12-31	17343	3248	634	111	70374
Store 1	2018-01-01	16219	1931	376	119	44744
Store 1	2018-01-02	16836	4164	972	93	90396
Store 1	2018-01-03	13898	2760	728	102	74256
Store 1	2018-01-04	17254	3824	821	106	87026
Store 1	2018-01-05	17108	2256	448	95	42560
Store 1	2018-01-06	17506	2134	313	92	28796
Store 1	2018-01-07	11107	1987	399	122	48678
Store 1	2018-01-08	13236	2670	656	97	63632
Store 1	2018-01-09	16119	3342	721	96	69216
Store 1	2018-01-10	10621	1587	398	96	38208
Store 1	2018-01-11	8388	2075	231	85	19635
Store 1	2018-01-12	17548	2171	589	94	55366
Store 1	2018-01-13	14845	2615	375	86	32250
Store 1	2018-01-14	10917	1266	315	117	36855
Store 1	2018-01-15	15949	3914	749	99	74151
Store 1	2018-01-16	16610	3924	745	107	79715
Store 1	2018-01-17	12765	2020	226	99	22374
Store 1	2018-01-18	14991	3064	829	72	59688
Store 1	2018-01-19	16840	2323	356	102	36312
Store 1	2018-01-20	16215	3460	1003	111	111333
Store 1	2018-01-21	18540	2238	518	97	50246
Store 1	2018-01-22	15165	1976	478	120	57360
Store 1	2018-01-23	14639	2081	234	118	27612
Store 1	2018-01-24	12609	2115	418	101	42218
Store 1	2018-01-25	18093	3106	394	62	24428
Store 1	2018-01-26	12460	1425	405	104	42120
Store 1	2018-01-27	15809	2682	556	99	55044
Store 1	2018-01-28	18407	2341	410	105	43050
Store 1	2018-01-29	15280	2106	292	122	35624
Store 1	2018-01-30	17135	2321	490	101	49490
Store 1	2018-01-31	17899	1852	326	117	38142
Store 1	2018-02-01	8309	1787	201	83	16683
Store 1	2018-02-02	14785	1521	197	100	19700
Store 1	2018-02-03	14704	2853	829	120	99480
Store 1	2018-02-04	17333	2295	350	92	32200
Store 1	2018-02-05	15744	3798	397	88	34936
Store 1	2018-02-06	15503	1668	316	78	24648
Store 1	2018-02-07	14836	2182	584	78	45552
Store 1	2018-02-08	18229	3540	486	79	38394
Store 1	2018-02-09	16055	4008	784	118	92512
Store 1	2018-02-10	14086	2150	270	102	27540
Store 1	2018-02-11	14205	3455	686	106	72716
Store 1	2018-02-12	14876	2094	625	97	60625
Store 1	2018-02-13	16644	3434	994	94	93436
Store 1	2018-02-14	11245	2651	745	91	67795
Store 1	2018-02-15	16036	2024	363	96	34848
Store 1	2018-02-16	16158	1733	486	85	41310
Store 1	2018-02-17	14299	2731	540	93	50220
Store 1	2018-02-18	16114	3031	891	99	88209
Store 1	2018-02-19	16370	2262	308	87	26796
Store 1	2018-02-20	15671	3681	1018	123	125214
Store 1	2018-02-21	14855	2581	674	83	55942
Store 1	2018-02-22	11946	1666	365	111	40515
Store 1	2018-02-23	13368	2710	318	101	32118
Store 1	2018-02-24	15398	2407	716	116	83056
Store 1	2018-02-25	14139	2337	372	111	41292
Store 1	2018-02-26	14444	3411	381	107	40767
Store 1	2018-02-27	11800	1939	568	124	70432
Store 1	2018-02-28	15016	2360	486	90	43740
Store 1	2018-03-01	14931	2243	648	97	62856
Store 1	2018-03-02	16272	3330	933	105	97965
Store 1	2018-03-03	17647	3847	714	102	72828
Store 1	2018-03-04	18680	2982	676	86	58136
Store 1	2018-03-05	16431	1879	297	74	21978
Store 1	2018-03-06	13041	1452	317	63	19971
Store 1	2018-03-07	14984	2984	642	87	55854
Store 1	2018-03-08	10588	1616	344	117	40248
Store 1	2018-03-09	15658	3044	665	91	60515
Store 1	2018-03-10	16056	3458	398	64	25472
Store 1	2018-03-11	15078	3509	729	99	72171
Store 1	2018-03-12	18814	3877	955	108	103140
Store 1	2018-03-13	13219	3108	782	99	77418
Store 1	2018-03-14	15894	1688	441	111	48951
Store 1	2018-03-15	16497	3382	791	96	75936
Store 1	2018-03-16	18395	2576	708	93	65844
Store 1	2018-03-17	11728	1600	172	59	10148
Store 1	2018-03-18	10641	1277	302	93	28086
Store 1	2018-03-19	17865	2124	228	110	25080
Store 1	2018-03-20	16648	3612	942	62	58404
Store 1	2018-03-21	13121	2899	372	119	44268
Store 1	2018-03-22	13790	2233	396	102	40392
Store 1	2018-03-23	14855	2000	483	106	51198
Store 1	2018-03-24	14752	3586	916	93	85188
Store 1	2018-03-25	13633	1446	411	127	52197
Store 1	2018-03-26	13298	3193	388	103	39964
Store 1	2018-03-27	13753	3200	794	94	74636
Store 1	2018-03-28	16551	3567	577	78	45006
Store 1	2018-03-29	15075	1791	309	88	27192
Store 1	2018-03-30	15195	3287	742	105	77910
Store 1	2018-03-31	15300	3452	411	76	31236
Store 1	2018-04-01	14815	2920	518	83	42994
Store 1	2018-04-02	14379	1651	465	120	55800
Store 1	2018-04-03	14787	2699	541	87	47067
Store 1	2018-04-04	17436	3959	498	110	54780
Store 1	2018-04-05	15155	1693	460	105	48300
Store 1	2018-04-06	14310	3543	501	121	60621
Store 1	2018-04-07	19275	4738	1236	86	106296
Store 1	2018-04-08	17684	3770	832	100	83200
Store 1	2018-04-09	14635	1800	189	97	18333
Store 1	2018-04-10	17593	4195	690	95	65550
Store 1	2018-04-11	18952	3541	441	115	50715
Store 1	2018-04-12	14157	2300	354	98	34692
Store 1	2018-04-13	14084	2255	676	92	62192
Store 1	2018-04-14	17417	3699	471	90	42390
Store 1	2018-04-15	17561	3504	1004	110	110440
Store 1	2018-04-16	13297	2731	481	113	54353
Store 1	2018-04-17	14258	3354	497	66	32802
Store 1	2018-04-18	15794	2671	747	84	62748
Store 1	2018-04-19	19039	3160	540	110	59400
Store 1	2018-04-20	13173	3230	792	97	76824
Store 1	2018-04-21	18535	1974	491	83	40753
Store 1	2018-04-22	16301	3058	698	102	71196
Store 1	2018-04-23	12958	3037	536	92	49312
Store 1	2018-04-24	14572	3476	919	103	94657
Store 1	2018-04-25	14465	3371	896	87	77952
Store 1	2018-04-26	14090	3436	927	107	99189
Store 1	2018-04-27	14846	1572	346	95	32870
Store 1	2018-04-28	12820	1963	244	100	24400
Store 1	2018-04-29	13437	2243	284	102	28968
Store 1	2018-04-30	12061	2218	390	135	52650
Store 1	2018-05-01	18330	4260	1016	65	66040
Store 1	2018-05-02	16236	1842	339	104	35256
Store 1	2018-05-03	16906	3227	562	93	52266
Store 1	2018-05-04	15880	2866	811	77	62447
Store 1	2018-05-05	16191	2735	752	78	58656
Store 1	2018-05-06	14450	2302	306	77	23562
Store 1	2018-05-07	16629	2840	741	78	57798
Store 1	2018-05-08	19529	3263	720	92	66240
Store 1	2018-05-09	14240	2422	593	74	43882
Store 1	2018-05-10	14104	2830	761	97	73817
Store 1	2018-05-11	17138	3151	826	112	92512
Store 1	2018-05-12	17232	4295	1155	95	109725
Store 1	2018-05-13	13002	2356	661	84	55524
Store 1	2018-05-14	16611	3666	965	97	93605
Store 1	2018-05-15	17330	3476	731	101	73831
Store 1	2018-05-16	16051	3208	391	128	50048
Store 1	2018-05-17	17227	2712	406	96	38976
Store 1	2018-05-18	15115	3165	556	101	56156
Store 1	2018-05-19	15274	3768	473	103	48719
Store 1	2018-05-20	15618	2003	434	95	41230
Store 1	2018-05-21	14622	2914	683	117	79911
Store 1	2018-05-22	15423	3795	668	102	68136
Store 1	2018-05-23	20563	3958	479	100	47900
Store 1	2018-05-24	15148	1627	247	113	27911
Store 1	2018-05-25	15670	3680	410	85	34850
Store 1	2018-05-26	13706	2167	587	102	59874
Store 1	2018-05-27	19377	3405	421	128	53888
Store 1	2018-05-28	12801	2456	325	104	33800
Store 1	2018-05-29	14219	2453	683	90	61470
Store 1	2018-05-30	12490	1474	332	121	40172
Store 1	2018-05-31	12953	2753	806	115	92690
Store 1	2018-06-01	16490	1697	453	101	45753
Store 1	2018-06-02	14519	3223	615	109	67035
Store 1	2018-06-03	13828	2200	508	94	47752
Store 1	2018-06-04	14451	2640	679	121	82159
Store 1	2018-06-05	15262	1893	526	124	65224
Store 1	2018-06-06	15751	3073	376	102	38352
Store 1	2018-06-07	16111	2201	422	92	38824
Store 1	2018-06-08	14148	1896	258	115	29670
Store 1	2018-06-09	17873	3036	585	99	57915
Store 1	2018-06-10	15619	2093	497	119	59143
Store 1	2018-06-11	15462	1591	437	76	33212
Store 1	2018-06-12	14705	2665	562	95	53390
Store 1	2018-06-13	15218	2807	633	101	63933
Store 2	2016-01-01	12175	2065	292	134	39128
Store 2	2016-01-02	13885	1833	253	114	28842
Store 2	2016-01-03	15863	3004	582	95	55290
Store 2	2016-01-04	10665	1352	322	132	42504
Store 2	2016-01-05	14289	2732	442	107	47294
Store 2	2016-01-06	16256	1859	370	142	52540
Store 2	2016-01-07	11424	1755	253	116	29348
Store 2	2016-01-08	10533	2554	632	92	58144
Store 2	2016-01-09	11123	2535	461	138	63618
Store 2	2016-01-10	13141	3073	748	98	73304
Store 2	2016-01-11	17105	2176	233	96	22368
Store 2	2016-01-12	15531	3653	420	127	53340
Store 2	2016-01-13	9210	2137	599	132	79068
Store 2	2016-01-14	18162	4401	1304	110	143440
Store 2	2016-01-15	13721	2674	537	117	62829
Store 2	2016-01-16	13603	2760	588	134	78792
Store 2	2016-01-17	13273	3018	388	117	45396
Store 2	2016-01-18	13516	1379	226	146	32996
Store 2	2016-01-19	13947	2124	525	126	66150
Store 2	2016-01-20	14005	3082	884	116	102544
Store 2	2016-01-21	11095	2413	638	139	88682
Store 2	2016-01-22	10833	2488	647	120	77640
Store 2	2016-01-23	13506	1874	556	127	70612
Store 2	2016-01-24	14004	2260	432	118	50976
Store 2	2016-01-25	13533	3091	793	131	103883
Store 2	2016-01-26	12728	2546	701	106	74306
Store 2	2016-01-27	12541	1622	219	119	26061
Store 2	2016-01-28	10832	1096	288	110	31680
Store 2	2016-01-29	11261	2657	296	107	31672
Store 2	2016-01-30	16028	3956	979	107	104753
Store 2	2016-01-31	14680	3344	592	111	65712
Store 2	2016-02-01	10301	1130	226	110	24860
Store 2	2016-02-02	14772	2948	332	116	38512
Store 2	2016-02-03	14726	2833	461	154	70994
Store 2	2016-02-04	11682	2482	591	134	79194
Store 2	2016-02-05	15094	2644	301	126	37926
Store 2	2016-02-06	17540	3244	797	139	110783
Store 2	2016-02-07	12431	1527	343	108	37044
Store 2	2016-02-08	18172	2606	281	115	32315
Store 2	2016-02-09	14374	1924	323	133	42959
Store 2	2016-02-10	15668	2271	259	115	29785
Store 2	2016-02-11	10074	2264	402	138	55476
Store 2	2016-02-12	15581	3808	531	108	57348
Store 2	2016-02-13	14390	2002	471	127	59817
Store 2	2016-02-14	10646	1213	183	115	21045
Store 2	2016-02-15	10224	1442	268	114	30552
Store 2	2016-02-16	13999	3495	385	102	39270
Store 2	2016-02-17	14418	1461	231	143	33033
Store 2	2016-02-18	12453	2076	478	148	70744
Store 2	2016-02-19	15369	2154	303	103	31209
Store 2	2016-02-20	14570	3119	432	108	46656
Store 2	2016-02-21	14254	2314	421	139	58519
Store 2	2016-02-22	11736	1660	369	127	46863
Store 2	2016-02-23	12426	1675	315	105	33075
Store 2	2016-02-24	11235	2518	304	98	29792
Store 2	2016-02-25	11578	1775	343	97	33271
Store 2	2016-02-26	12101	1784	299	122	36478
Store 2	2016-02-27	10205	2282	359	131	47029
Store 2	2016-02-28	11777	2819	309	126	38934
Store 2	2016-02-29	16246	2234	558	99	55242
Store 2	2016-03-01	13722	2032	307	126	38682
Store 2	2016-03-02	14097	2054	335	124	41540
Store 2	2016-03-03	15613	2964	666	90	59940
Store 2	2016-03-04	14485	1467	407	118	48026
Store 2	2016-03-05	12069	2114	269	117	31473
Store 2	2016-03-06	13389	3062	831	104	86424
Store 2	2016-03-07	10141	2119	407	119	48433
Store 2	2016-03-08	9121	1314	267	136	36312
Store 2	2016-03-09	13621	1619	275	114	31350
Store 2	2016-03-10	11907	2638	352	130	45760
Store 2	2016-03-11	10310	1517	445	122	54290
Store 2	2016-03-12	13884	3388	892	139	123988
Store 2	2016-03-13	10056	2383	629	121	76109
Store 2	2016-03-14	12378	1558	170	151	25670
Store 2	2016-03-15	11760	1785	500	133	66500
Store 2	2016-03-16	15877	2910	453	106	48018
Store 2	2016-03-17	14733	2506	522	117	61074
Store 2	2016-03-18	11642	2327	543	95	51585
Store 2	2016-03-19	12602	1650	252	123	30996
Store 2	2016-03-20	10578	1630	189	99	18711
Store 2	2016-03-21	11394	1290	192	116	22272
Store 2	2016-03-22	14803	2034	315	124	39060
Store 2	2016-03-23	11903	1534	291	137	39867
Store 2	2016-03-24	11108	1199	245	109	26705
Store 2	2016-03-25	13518	1353	262	110	28820
Store 2	2016-03-26	14010	2406	440	128	56320
Store 2	2016-03-27	13733	1608	235	123	28905
Store 2	2016-03-28	11623	2757	461	103	47483
Store 2	2016-03-29	14466	2748	650	108	70200
Store 2	2016-03-30	14923	1574	335	144	48240
Store 2	2016-03-31	15404	3585	685	113	77405
Store 2	2016-04-01	11915	2605	285	147	41895
Store 2	2016-04-02	13889	3217	354	112	39648
Store 2	2016-04-03	14362	1512	451	111	50061
Store 2	2016-04-04	12698	2708	632	122	77104
Store 2	2016-04-05	16312	2298	428	135	57780
Store 2	2016-04-06	12008	1934	475	122	57950
Store 2	2016-04-07	11149	2445	595	140	83300
Store 2	2016-04-08	11180	2232	428	117	50076
Store 2	2016-04-09	14886	2787	446	134	59764
Store 2	2016-04-10	10298	2050	393	144	56592
Store 2	2016-04-11	13385	2002	440	125	55000
Store 2	2016-04-12	13542	2036	608	129	78432
Store 2	2016-04-13	12995	2611	534	147	78498
Store 2	2016-04-14	9698	1202	328	100	32800
Store 2	2016-04-15	10935	1522	443	135	59805
Store 2	2016-04-16	15996	2713	304	119	36176
Store 2	2016-04-17	9726	1734	258	137	35346
Store 2	2016-04-18	15930	2033	265	133	35245
Store 2	2016-04-19	14542	1906	322	105	33810
Store 2	2016-04-20	10986	2546	724	140	101360
Store 2	2016-04-21	13014	2672	755	103	77765
Store 2	2016-04-22	14051	1426	245	101	24745
Store 2	2016-04-23	12726	2113	266	131	34846
Store 2	2016-04-24	14084	2576	411	100	41100
Store 2	2016-04-25	16438	2151	629	137	86173
Store 2	2016-04-26	14932	2417	369	114	42066
Store 2	2016-04-27	11716	2087	607	126	76482
Store 2	2016-04-28	11676	2729	569	133	75677
Store 2	2016-04-29	11387	2839	514	119	61166
Store 2	2016-04-30	14794	2545	631	128	80768
Store 2	2016-05-01	11831	2179	603	102	61506
Store 2	2016-05-02	12220	1578	376	122	45872
Store 2	2016-05-03	13186	2943	331	129	42699
Store 2	2016-05-04	16119	3089	423	138	58374
Store 2	2016-05-05	10767	2261	326	107	34882
Store 2	2016-05-06	13982	2271	285	109	31065
Store 2	2016-05-07	11450	1731	207	108	22356
Store 2	2016-05-08	10392	1863	426	129	54954
Store 2	2016-05-09	15806	3864	973	109	106057
Store 2	2016-05-10	11376	2360	425	119	50575
Store 2	2016-05-11	13035	2300	536	122	65392
Store 2	2016-05-12	11297	2190	357	120	42840
Store 2	2016-05-13	11164	2146	346	131	45326
Store 2	2016-05-14	13668	1952	391	105	41055
Store 2	2016-05-15	11243	2463	683	121	82643
